Wall time,Step,Value
1669399743.6726923,16384,1.8311222791671753
1669400220.700915,32768,2.565291404724121
1669400699.0674105,49152,3.987858772277832
1669401180.5804675,65536,3.043008804321289
1669401671.9262736,81920,1.7988513708114624
1669402155.780571,98304,5.347811222076416
1669402636.7320156,114688,4.871077060699463
